EmployeeID,Department,JobRole,Age,MonthlyIncome,AttritionProbability,RiskLevel,EngagementScore,PerformanceRating,WorkLifeBalanceScore,SkillGaps,GapCount,UpskillingRecommendation,TopRiskDrivers
1862,Sales,Sales Executive,32,9907,0.9537,HIGH,78,3,2,"Active Listening, Adobe ActionScript, Apple Keynote",3,Recommended: Active Listening and High-Impact Communication for Leaders (Addresses critical gap: Active Listening),"OverTime_No, NumCompaniesWorked, StockOptionLevel"
1863,Sales,Sales Executive,46,13225,0.0085,LOW,84,3,3,"Apple Keynote, Reading Comprehension",2,Recommended: Advanced Certification in Apple Keynote (Addresses critical gap: Apple Keynote),"TotalSatisfactionScore, EducationField_Technical Degree, JobRole_Sales Executive"
1864,Sales,Sales Representative,27,3540,0.1608,LOW,100,4,3,Reading Comprehension,1,Recommended: Information Synthesis and Rapid Document Analysis (Addresses critical gap: Reading Comprehension),"Age, DistanceFromHome, YearsSinceLastPromotion"
1865,Human Resources,Human Resources,29,2804,0.4082,MEDIUM,100,3,3,"Adobe Dreamweaver, Adobe Human Capital Application Solution Accelerator, Adobe Illustrator, Adobe InDesign, Critical Thinking, Writing",6,Recommended: Advanced Certification in Adobe Dreamweaver (Addresses critical gap: Adobe Dreamweaver),"TotalWorkingYears, YearsWithCurrManager, Age"
1866,Research & Development,Manager,43,19392,0.077,LOW,100,3,3,"ActionWare, Monitoring",2,Recommended: Advanced Certification in ActionWare (Addresses critical gap: ActionWare),"NumCompaniesWorked, StockOptionLevel, YearsSinceLastPromotion"
1867,Research & Development,Research Director,48,19665,0.0264,LOW,100,3,3,"Adobe Acrobat, Clinical trial management software",2,Recommended: Advanced Certification in Adobe Acrobat (Addresses critical gap: Adobe Acrobat),"YearsSinceLastPromotion, StockOptionLevel, NumCompaniesWorked"
1868,Research & Development,Research Scientist,29,2439,0.9753,HIGH,100,4,2,"3D graphics software, Ada, Advanced numerical software, Amazon DynamoDB, Critical Thinking, Mathematics, Reading Comprehension",7,Recommended: Advanced Certification in 3D graphics software (Addresses critical gap: 3D graphics software),"OverTime_No, MonthlyIncome, YearsWithCurrManager"
1869,Sales,Sales Executive,46,7314,0.5582,MEDIUM,100,4,3,"Act!, Adobe Acrobat, Adobe ActionScript",3,Recommended: Advanced Certification in Act! (Addresses critical gap: Act!),"NumCompaniesWorked, DistanceFromHome, JobRole_Sales Executive"
1870,Research & Development,Research Scientist,27,4774,0.0345,LOW,100,3,2,"Active Learning, Active Listening, Critical Thinking, Mathematics",4,Recommended: Advanced Certification in Active Learning (Addresses critical gap: Active Learning),"BusinessTravel_Travel_Frequently, Age, DistanceFromHome"
1871,Research & Development,Research Scientist,39,3902,0.0233,LOW,100,3,3,"Ada, Amazon Elastic Compute Cloud EC2, Reading Comprehension",3,Recommended: Advanced Certification in Ada (Addresses critical gap: Ada),"NumCompaniesWorked, DistanceFromHome, Gender_Female"
1873,Research & Development,Research Scientist,55,2662,0.074,LOW,100,4,4,"Active Listening, Advanced numerical software, Algorithmic software, Reading Comprehension",4,Recommended: Active Listening and High-Impact Communication for Leaders (Addresses critical gap: Active Listening),"NumCompaniesWorked, EducationField_Technical Degree, WorkLifeBalance"
1875,Sales,Sales Representative,28,2856,0.2872,LOW,100,3,3,"3M Post-it App, ACT! Premium, Adobe Acrobat, Adobe Illustrator, Speaking, Writing",6,Recommended: Advanced Certification in 3M Post-it App (Addresses critical gap: 3M Post-it App),"TotalWorkingYears, YearsWithCurrManager, Age"
1876,Sales,Sales Representative,30,1081,0.8938,HIGH,97,3,2,"3M Post-it App, ACT! Premium, Adobe Acrobat, Adobe Dreamweaver, Critical Thinking, Speaking, Writing",7,Recommended: Advanced Certification in 3M Post-it App (Addresses critical gap: 3M Post-it App),"MonthlyIncome, YearsWithCurrManager, TotalWorkingYears"
1878,Research & Development,Research Scientist,22,2472,0.9626,HIGH,92,4,3,"Active Learning, Active Listening, Algorithmic software, Critical Thinking, Mathematics",5,Recommended: Advanced Certification in Active Learning (Addresses critical gap: Active Learning),"OverTime_No, YearsWithCurrManager, Age"
1880,Sales,Sales Executive,36,5673,0.1339,LOW,100,3,3,Speaking,1,Recommended: Advanced Executive Presentation and Persuasive Speaking (Addresses critical gap: Speaking),"OverTime_No, TotalSatisfactionScore, JobRole_Sales Executive"
1881,Research & Development,Laboratory Technician,31,4197,0.1705,LOW,100,3,3,"Reading Comprehension, Writing",2,Recommended: Information Synthesis and Rapid Document Analysis (Addresses critical gap: Reading Comprehension),"PercentSalaryHike, TotalSatisfactionScore, JobRole_Laboratory Technician"
1882,Sales,Sales Executive,34,9713,0.0883,LOW,100,3,3,Active Listening,1,Recommended: Active Listening and High-Impact Communication for Leaders (Addresses critical gap: Active Listening),"OverTime_No, YearsWithCurrManager, JobRole_Sales Executive"
1883,Research & Development,Laboratory Technician,29,2062,0.1956,LOW,100,3,3,"C++, Database software, Laboratory information management system LIMS, Monitoring, Science, Writing",6,Recommended: Advanced Certification in C++ (Addresses critical gap: C++),"MonthlyIncome, JobRole_Laboratory Technician, Age"
1885,Research & Development,Research Scientist,37,4284,0.0611,LOW,100,4,3,"Algorithmic software, Amazon Elastic Compute Cloud EC2, Mathematics, Reading Comprehension",4,Recommended: Advanced Certification in Algorithmic software (Addresses critical gap: Algorithmic software),"NumCompaniesWorked, OverTime_No, DailyRate"
1886,Research & Development,Manufacturing Director,35,4788,0.1278,LOW,100,3,3,"Adobe Photoshop, Monitoring, Reading Comprehension",3,Recommended: Advanced Certification in Adobe Photoshop (Addresses critical gap: Adobe Photoshop),"OverTime_No, MonthlyRate, StockOptionLevel"
1888,Research & Development,Manufacturing Director,45,5906,0.0258,LOW,100,3,2,Adobe InDesign,1,Recommended: Advanced Certification in Adobe InDesign (Addresses critical gap: Adobe InDesign),"DistanceFromHome, JobRole_Research Scientist, YearsSinceLastPromotion"
1890,Human Resources,Human Resources,36,3886,0.0156,LOW,100,4,2,"Active Listening, Adobe Acrobat, Adobe InDesign, Writing",4,Recommended: Active Listening and High-Impact Communication for Leaders (Addresses critical gap: Active Listening),"BusinessTravel_Travel_Frequently, StockOptionLevel, HourlyRate"
1892,Research & Development,Manager,40,16823,0.0312,LOW,63,3,3,ADP Workforce Now,1,Recommended: Advanced Certification in ADP Workforce Now (Addresses critical gap: ADP Workforce Now),"PercentSalaryHike, TotalSatisfactionScore, EnvironmentSatisfaction"
1893,Research & Development,Research Scientist,26,2933,0.5848,MEDIUM,100,3,2,"Active Learning, Algorithmic software, Amazon DynamoDB, Critical Thinking",4,Recommended: Advanced Certification in Active Learning (Addresses critical gap: Active Learning),"OverTime_No, YearsWithCurrManager, Age"
1898,Sales,Sales Executive,27,6500,0.0512,LOW,83,3,2,"Critical Thinking, Monitoring",2,Recommended: Executive Decision Making & Critical Thinking Workshop (Addresses critical gap: Critical Thinking),"StockOptionLevel, TotalSatisfactionScore, EnvironmentSatisfaction"
1900,Research & Development,Manager,48,17174,0.0148,LOW,100,3,3,"ActionWare, Active Listening, Adobe Acrobat, Adobe Photoshop",4,Recommended: Advanced Certification in ActionWare (Addresses critical gap: ActionWare),"BusinessTravel_Travel_Frequently, YearsSinceLastPromotion, PercentSalaryHike"
1903,Research & Development,Healthcare Representative,44,5033,0.0085,LOW,96,3,3,"Active Listening, AcuStaf, Adobe Acrobat, Speaking",4,Recommended: Active Listening and High-Impact Communication for Leaders (Addresses critical gap: Active Listening),"TotalSatisfactionScore, JobSatisfaction, PromotionLagRatio"
1905,Research & Development,Research Scientist,34,2307,0.9176,HIGH,88,4,3,"3D graphics software, Algorithmic software, Amazon DynamoDB, Amazon Elastic Compute Cloud EC2",4,Recommended: Advanced Certification in 3D graphics software (Addresses critical gap: 3D graphics software),"OverTime_No, MonthlyIncome, JobInvolvement"
1907,Research & Development,Laboratory Technician,56,2587,0.8075,HIGH,100,3,3,"Critical Thinking, Email software, Linux",3,Recommended: Executive Decision Making & Critical Thinking Workshop (Addresses critical gap: Critical Thinking),"YearsWithCurrManager, DistanceFromHome, EnvironmentSatisfaction"
1908,Sales,Sales Executive,36,5507,0.2873,LOW,75,3,1,"Adobe Creative Cloud software, Critical Thinking, Speaking",3,Recommended: Advanced Certification in Adobe Creative Cloud software (Addresses critical gap: Adobe Creative Cloud software),"WorkLifeBalance, JobRole_Sales Executive, TotalSatisfactionScore"
1909,Sales,Sales Executive,41,4393,0.1632,LOW,100,4,3,Adobe Acrobat,1,Recommended: Advanced Certification in Adobe Acrobat (Addresses critical gap: Adobe Acrobat),"NumCompaniesWorked, DailyRate, JobRole_Sales Executive"
1911,Research & Development,Research Director,42,13348,0.0191,LOW,100,3,4,"Critical Thinking, Reading Comprehension",2,Recommended: Executive Decision Making & Critical Thinking Workshop (Addresses critical gap: Critical Thinking),"NumCompaniesWorked, Gender_Female, JobSatisfaction"
1912,Sales,Sales Executive,31,6583,0.0503,LOW,100,3,3,"Airtable, Apple Keynote, Reading Comprehension, Speaking",4,Recommended: Advanced Certification in Airtable (Addresses critical gap: Airtable),"OverTime_No, PercentSalaryHike, Age"
1915,Sales,Sales Executive,34,8103,0.0777,LOW,100,3,2,"Adobe ActionScript, Apple Keynote, Critical Thinking, Speaking",4,Recommended: Advanced Certification in Adobe ActionScript (Addresses critical gap: Adobe ActionScript),"OverTime_No, StockOptionLevel, JobRole_Sales Executive"
1916,Research & Development,Laboratory Technician,31,3978,0.1563,LOW,89,3,2,"Critical Thinking, Email software, Microsoft Access, Monitoring, Writing",5,Recommended: Executive Decision Making & Critical Thinking Workshop (Addresses critical gap: Critical Thinking),"NumCompaniesWorked, TotalSatisfactionScore, Age"
1918,Research & Development,Laboratory Technician,26,2544,0.1678,LOW,100,3,3,"Email software, Linux, Microsoft Access",3,Recommended: Advanced Certification in Email software (Addresses critical gap: Email software),"BusinessTravel_Travel_Frequently, Age, DailyRate"
1922,Research & Development,Healthcare Representative,45,5399,0.0358,LOW,100,3,3,"Active Listening, AcuStaf, American Medical Association CodeManager",3,Recommended: Active Listening and High-Impact Communication for Leaders (Addresses critical gap: Active Listening),"BusinessTravel_Travel_Frequently, StockOptionLevel, NumCompaniesWorked"
1924,Sales,Sales Executive,33,5487,0.1048,LOW,92,3,2,Reading Comprehension,1,Recommended: Information Synthesis and Rapid Document Analysis (Addresses critical gap: Reading Comprehension),"TotalSatisfactionScore, StockOptionLevel, JobRole_Sales Executive"
1927,Sales,Sales Executive,28,6834,0.1071,LOW,100,3,3,"Act!, Apple Keynote",2,Recommended: Advanced Certification in Act! (Addresses critical gap: Act!),"OverTime_No, BusinessTravel_Travel_Frequently, Age"
1928,Sales,Sales Representative,29,1091,0.9791,HIGH,85,3,3,"3M Post-it App, ACT! Premium, Reading Comprehension, Speaking",4,Recommended: Advanced Certification in 3M Post-it App (Addresses critical gap: 3M Post-it App),"MonthlyIncome, YearsWithCurrManager, TotalWorkingYears"
1929,Sales,Sales Executive,39,5736,0.2654,LOW,100,3,3,"Active Listening, Apple Keynote",2,Recommended: Active Listening and High-Impact Communication for Leaders (Addresses critical gap: Active Listening),"JobInvolvement, EnvironmentSatisfaction, NumCompaniesWorked"
1931,Research & Development,Research Scientist,27,2226,0.0947,LOW,85,3,2,"3D graphics software, Amazon Elastic Compute Cloud EC2, Critical Thinking",3,Recommended: Advanced Certification in 3D graphics software (Addresses critical gap: 3D graphics software),"MonthlyIncome, Age, PercentSalaryHike"
1932,Research & Development,Research Scientist,34,5747,0.0489,LOW,100,3,3,"3D graphics software, Ada, Critical Thinking, Reading Comprehension",4,Recommended: Advanced Certification in 3D graphics software (Addresses critical gap: 3D graphics software),"OverTime_No, StockOptionLevel, DistanceFromHome"
1933,Sales,Sales Executive,28,9854,0.932,HIGH,100,3,3,"Act!, Adobe Creative Cloud software, Apple Keynote, Critical Thinking, Monitoring",5,Recommended: Advanced Certification in Act! (Addresses critical gap: Act!),"OverTime_No, StockOptionLevel, MonthlyRate"
1934,Research & Development,Research Scientist,47,5467,0.0105,LOW,100,3,4,"3D graphics software, Ada, Advanced numerical software, Reading Comprehension",4,Recommended: Advanced Certification in 3D graphics software (Addresses critical gap: 3D graphics software),"NumCompaniesWorked, DistanceFromHome, WorkLifeBalance"
1935,Sales,Sales Executive,56,5380,0.0654,LOW,100,3,3,"Act!, Adobe ActionScript, Adobe Creative Cloud software, Airtable, Speaking",5,Recommended: Advanced Certification in Act! (Addresses critical gap: Act!),"YearsWithCurrManager, DistanceFromHome, JobRole_Sales Executive"
1936,Research & Development,Manufacturing Director,39,5151,0.149,LOW,78,4,3,"Active Listening, Adobe InDesign, Apple Final Cut Pro, Speaking",4,Recommended: Active Listening and High-Impact Communication for Leaders (Addresses critical gap: Active Listening),"EnvironmentSatisfaction, YearsSinceLastPromotion, TotalSatisfactionScore"
1937,Research & Development,Research Scientist,38,2133,0.0149,LOW,100,3,3,"Advanced numerical software, Amazon DynamoDB, Amazon Elastic Compute Cloud EC2, Critical Thinking",4,Recommended: Advanced Certification in Advanced numerical software (Addresses critical gap: Advanced numerical software),"MonthlyIncome, OverTime_No, BusinessTravel_Travel_Frequently"
1938,Sales,Manager,58,17875,0.0518,LOW,100,3,2,"Act!, Active Listening, Critical Thinking, Reading Comprehension, Speaking",5,Recommended: Advanced Certification in Act! (Addresses critical gap: Act!),"OverTime_No, YearsWithCurrManager, DistanceFromHome"
1939,Research & Development,Research Scientist,32,2432,0.9312,HIGH,78,3,3,"Active Learning, Active Listening, Ada, Reading Comprehension",4,Recommended: Advanced Certification in Active Learning (Addresses critical gap: Active Learning),"OverTime_No, MonthlyIncome, TotalSatisfactionScore"
1940,Research & Development,Research Scientist,38,4771,0.0051,LOW,100,3,4,"Ada, Algorithmic software, Mathematics",3,Recommended: Advanced Certification in Ada (Addresses critical gap: Ada),"WorkLifeBalance, DistanceFromHome, BusinessTravel_Non-Travel"
1941,Research & Development,Research Director,49,19161,0.0101,LOW,100,3,3,"Adobe Photoshop, Reading Comprehension",2,Recommended: Advanced Certification in Adobe Photoshop (Addresses critical gap: Adobe Photoshop),"YearsSinceLastPromotion, BusinessTravel_Travel_Frequently, StockOptionLevel"
1943,Sales,Sales Executive,42,5087,0.0909,LOW,100,3,3,"Act!, Apple Keynote, Critical Thinking, Reading Comprehension, Speaking",5,Recommended: Advanced Certification in Act! (Addresses critical gap: Act!),"OverTime_No, YearsWithCurrManager, DailyRate"
